iter	RMSE
131	103.62733
132	103.5820774
133	103.5399508
134	103.4783233
135	103.4321994
136	103.4052582
137	103.3881247
138	103.3817484
139	103.3696505
140	103.3345163
141	103.2962557
142	103.2483804
143	103.221017
144	103.1090113
145	103.0819665
146	103.0654775
147	103.0567781
148	103.0377021
149	103.0057736
150	102.9864422
151	102.9338185
152	102.9119033
153	102.8254043
154	102.7903148
155	102.6973793
156	102.6426838
157	102.6153527
158	102.5914434
159	102.5311286
160	102.4806648
161	102.4449423
162	102.3320536
163	102.3260504
164	102.3007153
165	102.2887595
166	102.2530755
167	102.2228291
168	102.180562
169	102.1464207
170	102.0585883
171	102.021969
172	102.0000088
173	101.8933028
174	101.7968817
175	101.756701
176	101.7332862
177	101.6284399
178	101.6073221
179	101.5570225
180	101.5193649
181	101.477078
182	101.4648822
183	101.4323932
184	101.4109475
185	101.3631915
186	101.3061251
187	101.2248082
188	101.1504618
189	101.1134129
190	101.0687848
191	101.0224117
192	100.9961951
193	100.9614446
194	100.9342136
195	100.926592
196	100.908341
197	100.8529025
198	100.8232331
199	100.7971011
200	100.7755935
201	100.7230082
202	100.6947984
203	100.6443755
204	100.5960052
205	100.5564005
206	100.5407936
207	100.5243781
208	100.5015818
209	100.4665839
210	100.3724129
211	100.3264999
212	100.2889252
213	100.2849609
214	100.2580884
215	100.2254071
216	100.1536468
217	100.0896517
218	100.0424789
219	100.0193289
220	100.0011949
221	99.98397938
222	99.97268689
223	99.95252442
224	99.90464759
225	99.86857821
226	99.81407114
227	99.78707271
228	99.73482893
229	99.69769201
230	99.63111971
231	99.61689742
232	99.59563803
233	99.56191379
234	99.53573604
235	99.52656493
236	99.50686305
237	99.4916755
238	99.47667507
239	99.46517457
240	99.44955056
241	99.40490715
242	99.37784791
243	99.37565263
244	99.31411654
245	99.29500472
246	99.26841311
247	99.19538748
248	99.16527773
249	99.14501041
250	99.09512993
251	99.05010037
252	99.00537884
253	98.98781876
254	98.96309795
255	98.93681827
256	98.91604446
257	98.89786321
258	98.87504952
259	98.8228697
260	98.76686532
261	98.75028104
262	98.7107754
263	98.66787993
264	98.62922171
265	98.59525563
266	98.55306637
267	98.52339175
268	98.45795432
269	98.35193082
270	98.31208891
271	98.2880157
272	98.23429736
273	98.21604773
274	98.19977791
275	98.19316596
276	98.14898967
277	98.1383008
278	98.11483709
279	98.05589468
280	98.02517508
281	97.99438849
282	97.97056142
283	97.95083598
284	97.91226351
285	97.87277657
286	97.84754623
287	97.81546283
288	97.77828766
289	97.74615772
290	97.71844731
291	97.68153638
292	97.67480741
293	97.61009004
294	97.59025379
295	97.56223773
296	97.55594702
297	97.48372355
298	97.45460944
299	97.43648565
300	97.42970875
301	97.42433261
302	97.37660402
303	97.35233076
304	97.33724031
305	97.25550817
306	97.2210414
307	97.1920495
308	97.17262767
309	97.12982425
310	97.09256301
311	97.07415441
312	97.02720133
313	96.98670994
314	96.96748771
315	96.94474397
316	96.91517325
317	96.8868034
318	96.86483025
319	96.84299553
320	96.81326874
321	96.79761819
322	96.77712944
323	96.70534821
324	96.67984188
325	96.66426786
326	96.62155695
327	96.61070403
328	96.58405795
329	96.56759514
330	96.53952973
331	96.51456398
332	96.46095036
333	96.44157515
334	96.41294806
335	96.36537688
336	96.34116477
337	96.27252476
338	96.25787653
339	96.22693919
340	96.20674541
341	96.13473083
342	96.10940058
343	96.05888171
344	96.04375618
345	96.02680548
346	95.97551365
347	95.9666826
348	95.93735335
349	95.92074584
350	95.90343836
351	95.84083152
352	95.82169299
353	95.81155981
354	95.80097262
355	95.77628792
356	95.73879614
357	95.72568735
358	95.66186334
359	95.62389265
360	95.59977044
361	95.5844565
362	95.56728825
363	95.55267111
364	95.51213921
365	95.46330567
366	95.46161336
367	95.43792429
368	95.41871086
369	95.41837381
370	95.39913705
371	95.38760579
372	95.35846353
373	95.3136171
374	95.29474686
375	95.28453582
376	95.26591057
377	95.19409946
378	95.16418407
379	95.11928824
380	95.11406897
381	95.09786652
382	95.06716407
383	95.04105745
384	95.03490601
385	95.00242066
386	94.97970782
387	94.97200886
388	94.91656764
389	94.87975977
390	94.86699019
391	94.85863711
392	94.84836192
393	94.82618135
394	94.8139859
395	94.79973472
396	94.74365611
397	94.69770123
398	94.67347473
399	94.64071241
400	94.60097305
401	94.58067671
402	94.55230451
403	94.543718
404	94.50207239
405	94.48051132
406	94.45951387
407	94.428464
408	94.42318777
409	94.40036701
410	94.39154477
411	94.32948694
412	94.3019974
413	94.29139052
414	94.27118643
415	94.22369481
416	94.20860254
417	94.2010386
418	94.16716436
419	94.14777827
420	94.11159877
421	94.05809023
422	94.03099917
423	93.99591301
424	93.98164449
425	93.93641976
426	93.88382434
427	93.83745427
428	93.82774552
429	93.79063611
430	93.78417737
431	93.75203596
432	93.73764494
433	93.69911753
434	93.64605545
435	93.62883987
436	93.61860761
437	93.58009224
438	93.52283242
439	93.48461841
440	93.4586804
441	93.44004009
442	93.40657623
443	93.37520957
444	93.3509207
445	93.30992597
446	93.27462368
447	93.24483107
448	93.23559738
449	93.22275726
450	93.21005639
451	93.19293006
452	93.16795157
453	93.14421288
454	93.12147677
455	93.09482241
456	93.07047056
457	93.02917062
458	92.9945027
459	92.98855455
460	92.96048595
461	92.90724054
462	92.90321914
463	92.87412432
464	92.84574296
465	92.82389708
466	92.79537927
467	92.76073361
468	92.71990516
469	92.65863176
470	92.61041414
471	92.58236178
472	92.54665832
473	92.53175475
474	92.46873619
475	92.44747972
476	92.42893226
477	92.40263043
478	92.35042284
479	92.32241983
480	92.30189731
481	92.26873278
482	92.26104117
483	92.2497772
484	92.22022977
485	92.19132615
486	92.15358295
487	92.09294201
488	92.06520559
489	91.98341318
490	91.9697025
491	91.95576034
492	91.90988882
493	91.88049285
494	91.86550356
495	91.84213546
496	91.81156352
497	91.77070875
498	91.76243993
499	91.70692479
500	91.69267677
501	91.6511009
502	91.63219234
503	91.62536581
504	91.58228534
505	91.54689362
506	91.49389772
507	91.48950049
508	91.45581351
509	91.45304421
510	91.44061047
511	91.4167539
512	91.40087094
513	91.3523202
514	91.31046915
515	91.24982639
516	91.2406233
517	91.21751089
518	91.18444961
519	91.16684021
520	91.13822919
521	91.131503
522	91.09090867
523	91.06808918
524	91.05376914
525	91.02924269
526	90.98654215
527	90.96473035
528	90.93083097
529	90.90038976
530	90.87843761
531	90.85269342
532	90.83857751
533	90.78936736
534	90.7760025
535	90.7584682
536	90.73280438
537	90.68182145
538	90.66068819
539	90.6241862
540	90.57885026
541	90.56756234
542	90.55873662
543	90.52366666
544	90.51743705
545	90.49248612
546	90.48118681
547	90.462133
548	90.43507626
549	90.3983826
550	90.37613722
551	90.32280901
552	90.28208302
553	90.23040247
554	90.20169809
555	90.17726294
556	90.15559632
557	90.12254121
558	90.09132872
559	90.08171263
560	90.07914087
561	90.04432452
562	90.01211789
563	90.00783339
564	89.99232589
565	89.98658406
566	89.95629153
567	89.90244391
568	89.8876124
569	89.88248047
570	89.86862515
571	89.8307523
572	89.82037223
573	89.78637084
574	89.73921163
575	89.68520613
576	89.66166875
577	89.64699284
578	89.6329172
579	89.57857561
580	89.57124574
581	89.56407771
582	89.54739348
583	89.53992728
584	89.52392211
585	89.51211003
586	89.49823413
587	89.48458141
588	89.46598365
589	89.42657056
590	89.41096697
591	89.39497015
592	89.38977357
593	89.36635209
594	89.34503115
595	89.32777949
596	89.31248263
597	89.30517402
598	89.28712961
599	89.27330003
600	89.24972744
601	89.21261964
602	89.17428199
603	89.16098318
604	89.13271819
605	89.08968038
606	89.07294057
607	89.02912256
608	88.97109422
609	88.95862358
610	88.91883537
611	88.88950762
612	88.86126484
613	88.83147493
614	88.77025284
615	88.75322737
616	88.74084618
617	88.71454243
618	88.69766035
619	88.68756904
620	88.68441763
621	88.65136434
622	88.61574903
623	88.57677948
624	88.5485607
625	88.54579451
626	88.53552351
627	88.53181777
628	88.51884497
629	88.46132171
630	88.45075732
631	88.43865585
632	88.37881495
633	88.34505576
634	88.28979087
635	88.27330511
636	88.24193431
637	88.23294144
638	88.20888288
639	88.17914414
640	88.16540896
641	88.15565755
642	88.14204162
643	88.11961021
644	88.10247416
645	88.08702412
646	88.05683383
647	88.03313513
648	88.01365116
649	88.00737266
650	87.97693641
651	87.94688893
652	87.92707642
653	87.90767266
654	87.88839441
655	87.86928468
656	87.86083002
657	87.85862665
658	87.84979865
659	87.83019143
660	87.79918617
661	87.74817469
662	87.74011494
663	87.71821462
664	87.70157653
665	87.6897384
666	87.65368947
667	87.63752109
668	87.61705457
669	87.60802763
670	87.58965154
671	87.56408366
672	87.55541393
673	87.53422499
674	87.51505992
675	87.4888336
676	87.47566071
677	87.45934793
678	87.43558452
679	87.41917418
680	87.40008017
681	87.36678858
682	87.35288344
683	87.33683006
684	87.31641995
685	87.29148919
686	87.28623417
687	87.27805323
688	87.22903678
689	87.19572647
690	87.17765433
691	87.16038209
692	87.14098283
693	87.12423847
694	87.10557795
695	87.08336403
696	87.05288449
697	87.04046116
698	86.98737886
699	86.97753384
